image_url,file_id,source_file,url_year,url_month,url_date,date,url_neighborhood,neighborhood,total_count,temp,rain
"https://lh3.googleusercontent.com/d/1P9RFC6JxgqfO0GwOPYcCBUcDit22bZj2
",Blf2qkQNYdYSNnF5Vrhbyp5DuSnNwQ9C7WUcDA==,count/East Village South_2024_count.json,,,,2024-06-27,,east_village_south,,66.0,2
"https://lh3.googleusercontent.com/d/17ZfPpCSlfgZAKgNHeM9sClRXyDREQeVE
",cXPxdKMSn40TjbSAaBaNRM2SV9r1fnF/yaCXcA==,count/East Village South_2024_count.json,,,,2024-07-25,,east_village_south,,72.0,2
"https://lh3.googleusercontent.com/d/1_mQuJY1_r4mJSEYKo799Mla-3AX4--xP
",zbovmznMkr4Tco1fVGveRm89rZGM9aATn2YC4Q==,count/East Village South_2024_count.json,,,,2024-08-29,,east_village_south,,66.0,2
"https://lh3.googleusercontent.com/d/1MrJyy8Jp89W_VsackldvyRVI8R8ucVzA
",bGGKZOdV+XWpEqlK7+rI16NNQKnoWBexb0Kl/Q==,count/East Village South_2024_count.json,,,,2024-09-27,,east_village_south,,63.0,2
"https://lh3.googleusercontent.com/d/1BpjSv6GqvlpSZUwf61OojTfkFUigQKZ5
",COs3KS0rqGRcbV1n4KQeCHqd4dL2lAPX+1Xnlg==,count/East Village South_2024_count.json,,,,2024-10-25,,east_village_south,,60.0,2
"https://lh3.googleusercontent.com/d/1_uMzEVYhKBqp_D_UuscCgEYB9__jeGPI
",d0rczVnnC+N+XhVcySKf017N7ktrU1a5DoOSnA==,count/East Village South_2024_count.json,,,,2024-11-21,,east_village_south,,51.0,2
"https://lh3.googleusercontent.com/d/1KPlw_WZOLSvd3BrbvZDWh97vnN1S2QGP
",Cj30nNIxCyM790BMOJpGeZPeW2vry05dkXbEDQ==,count/East Village South_2024_count.json,,,,2024-12-19,,east_village_south,,54.0,2
"https://lh3.googleusercontent.com/d/1jskGZWbeh_MhJAvEI4-mjt_9m_SzpFwh
",99+0TE4/9zfXn6fCTnwPIApruSEbsoIYgN8T1w==,count/Barrio Logan_2024_count.json,,,,2024-06-30,,Barrio Logan,,,2
"https://lh3.googleusercontent.com/d/11jzyY2_wRJ5S16VRURBS8HWhUgv1EDC0
",+UoTB+faNpfxDq6LaEMqVwcab/9bOaIm4RCddA==,count/Barrio Logan_2024_count.json,,,,2024-07-30,,Barrio Logan,,,2
"https://lh3.googleusercontent.com/d/1WvkrtHUVasaT0STWX4jOKLXvGJijFUHS
",rNEUgDfFGG1lDDLSVJeNK6DIEivFkawiJB5Fbw==,count/Barrio Logan_2024_count.json,,,,2024-08-30,,Barrio Logan,,,2
"https://lh3.googleusercontent.com/d/1w20se1S3m6JXs7liQxkOEJhEXZz5NXGd
",f08Hos8MNfNrUEQSjbEJb7ja3qA3l7mnqf8xog==,count/Barrio Logan_2024_count.json,,,,2024-09-30,,Barrio Logan,,,2
"https://lh3.googleusercontent.com/d/1FLJ41rYUKEByb2beuLHSaGeTxn7PlEys
",yPJ7pNWAFjPdyrZKG8c7iDDDXuAtzxQjsdxuyA==,count/Barrio Logan_2024_count.json,,,,2024-10-30,,Barrio Logan,,,2
"https://lh3.googleusercontent.com/d/1FXzy2MfJVTUDHzr_VoFYO4HgCdPZ5D2E
",qgD7LmNPLQAPeDz4d7V92UPBpfgEGr1fvE7YkQ==,count/Barrio Logan_2024_count.json,,,,2024-11-30,,Barrio Logan,,,2
"https://lh3.googleusercontent.com/d/1JdXzLfR5eNJ1KzuejqTnrQE36tr86dYl
",5p7ADDV91G5ygWtxrCSFDE8NesE6Ypsn75Y+EQ==,count/Barrio Logan_2024_count.json,,,,2024-12-19,,Barrio Logan,,52.0,2
"https://lh3.googleusercontent.com/d/1RIwm98NHv7BrA7nhuBA1KrMjc0s-nQTN
",Qa5z9nR86/7+wtXDJqjxqztK2UC7+JsiryC/eg==,count/Gaslamp_2018_count.json,,,,2018-03-28,,gaslamp,,59.0,2
"https://lh3.googleusercontent.com/d/15V74WH9d-rT3x_fVTMgZOmT7NlJ7BJyP
",GHyUZkFm3SNnzul647sIyzRR5XtidhBlsIBr8w==,count/Gaslamp_2018_count.json,,,,2018-04-25,,gaslamp,,,2
"https://lh3.googleusercontent.com/d/1YNjyWVaPT3IwZb8rt5TulGI4QmhEY6kk
",w5n1JXbb6xpkCoGO3S1Zkj8OTWUnKWZS5yaveg==,count/Gaslamp_2018_count.json,,,,2018-05-31,,gaslamp,,,2
"https://lh3.googleusercontent.com/d/1ww-h4T0uFknhkog1-TeTzby2J85S-ry1
",ZdLGo1YYe7+k1pZAognuL1G1VM4w9QdGEovfpg==,count/Gaslamp_2018_count.json,,,,2018-06-28,,gaslamp,,63.0,2
"https://lh3.googleusercontent.com/d/1IgNlV29B1wRbaBGzvNm0mMQsh_3-3FSU
",BOo3fhsfO0DN9OHAHl02IBhH+MqUo1lUPci6iA==,count/Gaslamp_2018_count.json,,,,2018-11-28,,gaslamp,,60.0,2
"https://lh3.googleusercontent.com/d/18JMMZe_4pYbNldVSGfEBgRM80cai8i4g
",87qxpylxw0t3ZzwprKHKuHWviKeNwfN2E7y7vQ==,count/Marina_2024_count.json,,,,2024-06-27,,marina,,65.0,2
"https://lh3.googleusercontent.com/d/1LXks-Y_hzrSra33i3fUDYAG2KVvwIyDh
",RZS54zEgV7tyAjxO0Yr5+PWKDn3xoo0LeHSKQA==,count/Marina_2024_count.json,,,,2024-07-25,,marina,,70.0,2
"https://lh3.googleusercontent.com/d/1dJfOn7AK2jWyY3LSi636gsmu3-lZgk9o
",HXkB17vgroXch6ElUnNsY5MMxWUqCrLFrrBUpg==,count/Marina_2024_count.json,,,,2024-08-29,,marina,,65.0,2
"https://lh3.googleusercontent.com/d/1Yb4MuUBASNzPkbbChDBzCzjEvRHxIk_4
",Z7OPxLoqjC4TWdM6ZBpksmhZCqugGJ0zqKXv7g==,count/Marina_2024_count.json,,,,2024-09-27,,marina,,62.0,2
